date	value	lower_ci	upper_ci	incidence	scenario
2021-03-15	11388683	10651517	12155921	NA	Informed
2021-03-16	11396995	10544005	12287397	8312	Informed
2021-03-17	11405707	10456892	12408014	8712	Informed
2021-03-18	11414398	10377459	12508994	8691	Informed
2021-03-19	11422710	10298197	12613490	8312	Informed
2021-03-20	11430429	10235038	12697987	7719	Informed
2021-03-21	11437675	10177399	12786811	7246	Informed
2021-03-22	11445486	10116686	12873845	7811	Informed
2021-03-23	11452757	10060411	12955534	7271	Informed
2021-03-24	11459419	10012073	13032316	6662	Informed
2021-03-25	11466073	9959393	13104633	6654	Informed
2021-03-26	11472761	9915194	13175682	6688	Informed
2021-03-27	11479331	9871264	13242142	6570	Informed
2021-03-28	11485520	9821560	13303618	6189	Informed
2021-03-29	11490778	9779894	13372774	5258	Informed
2021-03-30	11496687	9745040	13439416	5909	Informed
2021-03-31	11501839	9701843	13503727	5152	Informed
2021-04-01	11507449	9668742	13562023	5610	Informed
2021-04-02	11512282	9625452	13623566	4833	Informed
2021-04-03	11517366	9597717	13677021	5084	Informed
2021-04-04	11521573	9549508	13728874	4207	Informed
2021-04-05	11526486	9524471	13782699	4913	Informed
2021-04-06	11530630	9494615	13834637	4144	Informed
2021-04-07	11534933	9467147	13889220	4303	Informed
2021-04-08	11539238	9426050	13937298	4305	Informed
2021-04-09	11542509	9392387	13986937	3271	Informed
2021-04-10	11546080	9365939	14029678	3571	Informed
2021-04-11	11550212	9336026	14077735	4132	Informed
2021-04-12	11554339	9311376	14122523	4127	Informed
2021-04-13	11557513	9285360	14173951	3174	Informed
2021-04-14	11561217	9257960	14211784	3704	Informed
2021-04-15	11563687	9231578	14262600	2470	Informed
2021-04-16	11566460	9205028	14303749	2773	Informed
2021-04-17	11569485	9181182	14355408	3025	Informed
2021-04-18	11572991	9141494	14385007	3506	Informed
2021-04-19	11576608	9126670	14426353	3617	Informed
2021-04-20	11579473	9101221	14473301	2865	Informed
2021-04-21	11582065	9084040	14517061	2592	Informed
2021-04-22	11584376	9053084	14549874	2311	Informed
2021-04-23	11587222	9031928	14587892	2846	Informed
2021-04-24	11589528	9003492	14627140	2306	Informed
2021-04-25	11591698	8983689	14673799	2170	Informed
2021-04-26	11593231	8960195	14712432	1533	Informed
2021-04-27	11596380	8938570	14750424	3149	Informed
2021-04-28	11597981	8913316	14785580	1601	Informed
2021-04-29	11600443	8889204	14817944	2462	Informed
2021-04-30	11602394	8873206	14859854	1951	Informed
2021-05-01	11604246	8849145	14888474	1852	Informed
2021-05-02	11606606	8832624	14917020	2360	Informed
2021-05-03	11608789	8809722	14960827	2183	Informed
2021-05-04	11610282	8794253	14983903	1493	Informed
2021-05-05	11611776	8769971	15028182	1494	Informed
2021-05-06	11614218	8753605	15052215	2442	Informed
2021-05-07	11614968	8724346	15073791	750	Informed
2021-05-08	11616485	8719907	15115354	1517	Informed
2021-05-09	11618500	8695876	15149210	2015	Informed
2021-05-10	11619461	8664910	15182144	961	Informed
2021-05-11	11620697	8652803	15194461	1236	Informed
2021-05-12	11622263	8639291	15236571	1566	Informed
2021-05-13	11623296	8611159	15282325	1033	Informed
2021-05-14	11624524	8591018	15301853	1228	Informed
