place	date	r_est	pis	smooth_pis	nseq	period
Maharashtra	2021-05-08	0.9377683773733774	0.7547427441729894	0.7853430074720587	25	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-09	0.9392672134605972	0.755949050217028	0.7822208092333209	26	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-10	0.9392672134605972	0.754850137855382	0.7791738281434016	27	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-11	0.9392672134605972	0.7543076501611896	0.7761995914243394	28	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-12	0.9392672134605972	0.7532707828488159	0.7732956262981735	29	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-13	0.9392672134605972	0.7529687503923225	0.770459459986943	30	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-14	0.9392672134605972	0.7515897114749601	0.7677262635111078	31	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-15	0.9392672134605972	0.751483743628792	0.7651270026219975	32	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-16	0.9392672134605972	0.7513887671960344	0.7626528966379551	33	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-17	0.9392672134605972	0.7502815678599637	0.7602951648773236	34	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-18	0.9392672134605972	0.7500206882858779	0.7580450266584463	35	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-19	0.9392672134605972	0.7493802211267002	0.7558937012996665	36	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-20	0.9392672134605972	0.748983239547655	0.7538324081193272	37	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-21	0.9392672134605972	0.7487190946284463	0.7518523664357716	38	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-22	0.9392672134605972	0.7479591519265686	0.7499447955673431	39	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-23	0.9392672134605972	0.7472770871751738	0.7481009148323846	40	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-24	0.9392672134605972	0.74583161530579	0.7463119435492395	41	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-25	0.9392672134605972	0.7458288648261429	0.7445691010362507	42	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-26	0.9392672134605972	0.745792740155614	0.7428636066117615	43	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-27	0.9392672134605972	0.7454759138997972	0.7411866795941151	44	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-28	0.9392672134605972	0.7449577663817086	0.7395295393016548	45	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-29	0.9392672134605972	0.7444371199342574	0.7380582558924235	46	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-30	0.9392672134605972	0.7443855614310252	0.7369173730836921	47	Apr 14 - Aug 11, 2021
Maharashtra	2021-05-31	0.9392672134605972	0.7440692051854517	0.7360658205326452	48	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-01	0.9392672134605972	0.7436739437868816	0.7354625278964672	49	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-02	0.9392672134605972	0.7430236234091444	0.7350664248323427	50	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-03	0.9392672134605972	0.7429818849924004	0.7348364409974563	51	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-04	0.9392672134605972	0.7428895023091261	0.7347315060489924	52	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-05	0.9392672134605972	0.7423449563136336	0.7347105496441358	53	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-06	0.9392672134605972	0.741339203313219	0.734732501440071	54	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-07	0.9392672134605972	0.7396699478283209	0.7347562910939821	55	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-08	0.9392672134605972	0.7393256321545453	0.7347408482630543	56	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-09	0.9392672134605972	0.7389860132621906	0.7346451026044718	57	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-10	0.9392672134605972	0.7383831617599896	0.7344279837754193	58	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-11	0.9392672134605972	0.7376000623168371	0.7340484214330812	59	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-12	0.9392672134605972	0.7367513061152114	0.733465345234642	60	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-13	0.9392672134605972	0.7356283697207884	0.7327773755133106	61	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-14	0.9392672134605972	0.7355830634233785	0.73210889387644	62	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-15	0.9392672134605972	0.7339803861778567	0.7314574718924317	63	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-16	0.9392672134605972	0.7324856251365383	0.7308206811296875	64	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-17	0.9392672134605972	0.7322284419400285	0.7301960931566083	65	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-18	0.9392672134605972	0.7319467592999138	0.7295812795415961	66	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-19	0.9392672134605972	0.7299173266810415	0.7289738118530522	67	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-20	0.9392672134605972	0.7297878039242179	0.7283712616593783	68	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-21	0.9392672134605972	0.7288169871770268	0.7277712005289756	69	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-22	0.9392672134605972	0.7270013561684434	0.7271712000302456	70	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-23	0.9392672134605972	0.7266238556049605	0.72656883173159	71	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-24	0.9392672134605972	0.7255107711427228	0.7259616672014102	72	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-25	0.9392672134605972	0.7247083273096434	0.7253472780081076	73	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-26	0.9392672134605972	0.7241183295674171	0.7247232357200839	74	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-27	0.9392672134605972	0.7239947366405732	0.7240871119057405	75	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-28	0.9392672134605972	0.7231125873535743	0.723447667050378	76	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-29	0.9392672134605972	0.7227122938750131	0.7228148986999287	77	Apr 14 - Aug 11, 2021
Maharashtra	2021-06-30	0.9392672134605972	0.7217633203450947	0.7221882340137401	78	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-01	0.9392672134605972	0.7203379665375325	0.7215671001511604	79	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-02	0.9392672134605972	0.7201984780322084	0.7209509242715376	80	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-03	0.9392672134605972	0.7196476964082489	0.72033913353422	81	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-04	0.9392672134605972	0.718986680922669	0.7197311550985555	82	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-05	0.9392672134605972	0.7180504530315599	0.719126416123892	83	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-06	0.9392672134605972	0.7177336458175406	0.7185243437695781	84	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-07	0.9392672134605972	0.7175190104085801	0.7179243651949611	85	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-08	0.9392672134605972	0.7169561227577051	0.7173259075593894	86	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-09	0.9392672134605972	0.7164850136164062	0.7167283980222113	87	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-10	0.9392672134605972	0.7158099510115306	0.7161312637427744	88	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-11	0.9392672134605972	0.7150074063245171	0.7155339318804269	89	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-12	0.9392672134605972	0.7150029702137022	0.714935829594517	90	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-13	0.9392672134605972	0.7133282472469714	0.7143386829733435	91	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-14	0.9392672134605972	0.7126715433245792	0.7137445685191995	92	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-15	0.9392672134605972	0.7126275386798584	0.7131534390124245	93	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-16	0.9392672134605972	0.7114792259440329	0.7125652472333579	94	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-17	0.9392672134605972	0.711088620310766	0.7119799459623389	95	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-18	0.9392672134605972	0.7108924238681734	0.7113974879797074	96	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-19	0.9392672134605972	0.7108614548395613	0.7108178260658022	97	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-20	0.9392672134605972	0.710800859830957	0.7102409130009634	98	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-21	0.9392672134605972	0.7102099481472118	0.70966670156553	99	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-22	0.9392672134605972	0.7091526321066871	0.7090951445398416	100	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-23	0.9392672134605972	0.7089727263858406	0.7085261947042374	101	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-24	0.9392672134605972	0.7085231208119291	0.7079598048390571	102	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-25	0.9392672134605972	0.7083861765759043	0.7073959277246399	103	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-26	0.9392672134605972	0.7068666794243029	0.7068345161413253	104	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-27	0.9392672134605972	0.7053739688712376	0.7062755228694527	105	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-28	0.9392672134605972	0.7042963819346327	0.7057189167961231	106	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-29	0.9392672134605972	0.70415225187271	0.7051647394018119	107	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-30	0.9392672134605972	0.7037996625970493	0.7046130523569212	108	Apr 14 - Aug 11, 2021
Maharashtra	2021-07-31	0.9392672134605972	0.7028591684719826	0.7040639173318523	109	Apr 14 - Aug 11, 2021
Maharashtra	2021-08-01	0.9392672134605972	0.702568689622465	0.703517395997007	110	Apr 14 - Aug 11, 2021
Maharashtra	2021-08-02	0.9392672134605972	0.702452725241099	0.7029735500227872	111	Apr 14 - Aug 11, 2021
Maharashtra	2021-08-03	0.9392672134605972	0.7024139503878336	0.7024324410795943	112	Apr 14 - Aug 11, 2021
Maharashtra	2021-08-04	0.9392672134605972	0.7023720640104816	0.7018941308378303	113	Apr 14 - Aug 11, 2021
Maharashtra	2021-08-05	0.9392672134605972	0.7023276717159376	0.7013586809678967	114	Apr 14 - Aug 11, 2021
Maharashtra	2021-08-06	0.9392672134605972	0.7022859440895554	0.7008261531401953	115	Apr 14 - Aug 11, 2021
Maharashtra	2021-08-07	0.9392672134605972	0.7015448982032995	0.7002966090251277	116	Apr 14 - Aug 11, 2021
Maharashtra	2021-08-08	0.9392672134605972	0.7013467169746724	0.6997701102930958	117	Apr 14 - Aug 11, 2021
Maharashtra	2021-08-09	0.9392672134605972	0.7002377861175448	0.699246718614501	118	Apr 14 - Aug 11, 2021
Maharashtra	2021-08-10	0.9392672134605972	0.6988193434874924	0.6987264956597452	119	Apr 14 - Aug 11, 2021
